 ****** HSPICE -- P-2019.06-SP1-1 win64 (Sep 27 2019) ******
  Copyright (c) 1986 - 2026 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
7
#Number of plot points
500
#Number of Measures
12
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
i_avg,i_peak,p_avg,p_max,pdp,tp_avg,tp_cout_fall,tp_cout_rise,tp_max,tp_s7_fall,tp_s7_rise,vdd_actual,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-0.0001129559,-0.001732581,0.0001280634,0.004462871,1.261474e-13,9.324209e-10,9.559535e-10,9.575553e-10,9.575553e-10,9.128224e-10,9.033524e-10,0.9957851,-0.07778384,-0.1902573,0.03463554
-0.0001129273,-0.001731793,0.0001286007,0.004473911,1.261578e-13,9.32663e-10,9.562351e-10,9.577803e-10,9.577803e-10,9.13026e-10,9.036105e-10,0.997874,-0.07275636,-0.185212,0.03964874
-0.0001129173,-0.001730432,0.0001286202,0.00447421,1.262819e-13,9.327294e-10,9.563088e-10,9.57845e-10,9.57845e-10,9.130846e-10,9.036794e-10,0.997931,-0.06773071,-0.1801696,0.04466117
-0.0001128669,-0.001730076,0.0001289827,0.004481761,1.263007e-13,9.330692e-10,9.566788e-10,9.581827e-10,9.581827e-10,9.133716e-10,9.040436e-10,0.9994322,-0.06270678,-0.17513,0.04967297
-0.0001128612,-0.00172953,0.0001290623,0.004483885,1.263197e-13,9.331157e-10,9.5673e-10,9.582316e-10,9.582316e-10,9.134158e-10,9.040853e-10,0.9998376,-0.05768443,-0.1700931,0.05468425
-0.0001128205,-0.001729392,0.0001291096,0.004484739,1.264275e-13,9.334998e-10,9.571721e-10,9.585864e-10,9.585864e-10,9.137563e-10,9.044845e-10,1,-0.05266353,-0.1650587,0.05969516
-0.0001127198,-0.0017291,0.0001293448,0.0044891,1.264414e-13,9.341416e-10,9.57878e-10,9.592066e-10,9.592066e-10,9.143294e-10,9.051522e-10,1.000785,-0.04764396,-0.1600267,0.0647058
-0.0001126477,-0.001727542,0.0001294395,0.004491862,1.26467e-13,9.346073e-10,9.583982e-10,9.596652e-10,9.596652e-10,9.147245e-10,9.056416e-10,1.00131,-0.04262559,-0.154997,0.06971632
-0.0001125487,-0.001727047,0.0001295052,0.004493183,1.26652e-13,9.353234e-10,9.591786e-10,9.603574e-10,9.603574e-10,9.153603e-10,9.063975e-10,1.001561,-0.03760829,-0.1499694,0.07472682
-0.0001125029,-0.001725853,0.0001300011,0.004502818,1.267811e-13,9.356597e-10,9.595553e-10,9.606951e-10,9.606951e-10,9.156455e-10,9.06743e-10,1.0035,-0.03259194,-0.1449439,0.07973745
-0.0001124187,-0.00172486,0.0001303306,0.004509839,1.268995e-13,9.361942e-10,9.601347e-10,9.612273e-10,9.612273e-10,9.161287e-10,9.072861e-10,1.004768,-0.02757641,-0.1399202,0.08474833
-0.0001124049,-0.001723994,0.0001306492,0.004516688,1.270032e-13,9.362269e-10,9.601835e-10,9.612479e-10,9.612479e-10,9.161508e-10,9.073255e-10,1.006024,-0.02256157,-0.1348983,0.08975959
-0.000112376,-0.001723538,0.0001309563,0.004523108,1.270138e-13,9.364383e-10,9.604073e-10,9.614571e-10,9.614571e-10,9.163529e-10,9.075358e-10,1.007249,-0.0175473,-0.1298781,0.09477133
-0.0001122787,-0.001723175,0.0001309575,0.00452316,1.271556e-13,9.372205e-10,9.612934e-10,9.622076e-10,9.622076e-10,9.17016e-10,9.083651e-10,1.007283,-0.01253347,-0.1248593,0.0997837
-0.0001121297,-0.00172109,0.0001313308,0.004530368,1.272593e-13,9.382002e-10,9.623536e-10,9.631696e-10,9.631696e-10,9.178982e-10,9.093793e-10,1.008786,-0.007519956,-0.1198419,0.1047968
-0.0001118652,-0.001713034,0.0001315438,0.004535117,1.275302e-13,9.400676e-10,9.644168e-10,9.649793e-10,9.649793e-10,9.195503e-10,9.113238e-10,1.009554,-0.002506631,-0.1148258,0.1098108
-0.0001115038,-0.001707832,0.0001321585,0.004548083,1.277581e-13,9.425731e-10,9.671847e-10,9.674293e-10,9.674293e-10,9.217472e-10,9.13931e-10,1.011958,0.002506631,-0.1098108,0.1148258
-0.0001113993,-0.001707664,0.0001326435,0.004557741,1.278613e-13,9.433769e-10,9.680675e-10,9.68209e-10,9.68209e-10,9.224635e-10,9.147676e-10,1.013779,0.007519956,-0.1047968,0.1198419
-0.0001111791,-0.001706252,0.0001328833,0.00456256,1.279399e-13,9.449552e-10,9.698135e-10,9.697418e-10,9.698135e-10,9.238561e-10,9.164092e-10,1.014729,0.01253347,-0.0997837,0.1248593
-0.0001111729,-0.001703523,0.0001330687,0.00456659,1.279472e-13,9.450063e-10,9.698859e-10,9.697843e-10,9.698859e-10,9.238747e-10,9.164805e-10,1.015487,0.0175473,-0.09477133,0.1298781
-0.000110993,-0.00170188,0.0001331053,0.004566926,1.279674e-13,9.462907e-10,9.712996e-10,9.710409e-10,9.712996e-10,9.2502e-10,9.178021e-10,1.015678,0.02256157,-0.08975959,0.1348983
-0.0001108124,-0.001698599,0.0001331292,0.004568036,1.280284e-13,9.476246e-10,9.727655e-10,9.723376e-10,9.727655e-10,9.262002e-10,9.19195e-10,1.015716,0.02757641,-0.08474833,0.1399202
-0.000110628,-0.001697476,0.0001332664,0.00457064,1.280876e-13,9.489782e-10,9.74238e-10,9.736819e-10,9.74238e-10,9.274108e-10,9.20582e-10,1.016248,0.03259194,-0.07973745,0.1449439
-0.0001103397,-0.001693545,0.000133375,0.004572362,1.28149e-13,9.510469e-10,9.765397e-10,9.756645e-10,9.765397e-10,9.292278e-10,9.227556e-10,1.016572,0.03760829,-0.07472682,0.1499694
-0.0001103024,-0.001693139,0.0001335351,0.004576058,1.282006e-13,9.513171e-10,9.768373e-10,9.759285e-10,9.768373e-10,9.294663e-10,9.230363e-10,1.017267,0.04262559,-0.06971632,0.154997
-0.0001102208,-0.001692956,0.0001336528,0.00457857,1.28275e-13,9.518789e-10,9.774453e-10,9.765064e-10,9.774453e-10,9.299535e-10,9.236101e-10,1.017738,0.04764396,-0.0647058,0.1600267
-0.0001101127,-0.001692548,0.0001338169,0.004581954,1.283025e-13,9.527361e-10,9.783911e-10,9.773346e-10,9.783911e-10,9.307167e-10,9.245018e-10,1.018373,0.05266353,-0.05969516,0.1650587
-0.0001100956,-0.001691471,0.0001339019,0.004584103,1.283151e-13,9.529218e-10,9.786025e-10,9.775179e-10,9.786025e-10,9.308743e-10,9.246927e-10,1.018733,0.05768443,-0.05468425,0.1700931
-0.0001100212,-0.001690852,0.0001339082,0.004584359,1.283632e-13,9.533556e-10,9.790609e-10,9.779495e-10,9.790609e-10,9.312748e-10,9.251373e-10,1.018783,0.06270678,-0.04967297,0.17513
-0.0001098106,-0.001688802,0.0001340126,0.004586198,1.283703e-13,9.549862e-10,9.80855e-10,9.795531e-10,9.80855e-10,9.327182e-10,9.268185e-10,1.019128,0.06773071,-0.04466117,0.1801696
-0.0001098018,-0.001688071,0.000134029,0.004586548,1.283848e-13,9.550482e-10,9.809231e-10,9.796138e-10,9.809231e-10,9.327729e-10,9.268828e-10,1.019193,0.07275636,-0.03964874,0.185212
-0.000109501,-0.001687984,0.0001340756,0.004586963,1.284197e-13,9.573387e-10,9.834455e-10,9.818359e-10,9.834455e-10,9.348e-10,9.292735e-10,1.019417,0.07778384,-0.03463554,0.1902573
-0.0001094718,-0.001683966,0.0001341352,0.004587888,1.284363e-13,9.574934e-10,9.83615e-10,9.81987e-10,9.83615e-10,9.34938e-10,9.294335e-10,1.019603,0.08281329,-0.02962147,0.1953057
-0.0001094569,-0.001683302,0.000134183,0.004588984,1.284774e-13,9.576379e-10,9.837848e-10,9.821305e-10,9.837848e-10,9.350491e-10,9.295872e-10,1.019822,0.08784484,-0.02460636,0.2003572
-0.0001093436,-0.001682566,0.0001342746,0.004591589,1.285503e-13,9.584887e-10,9.847332e-10,9.829497e-10,9.847332e-10,9.357905e-10,9.304815e-10,1.020135,0.09287861,-0.01959012,0.2054121
-0.0001092703,-0.001681391,0.0001344403,0.004595293,1.285832e-13,9.590786e-10,9.853831e-10,9.83522e-10,9.853831e-10,9.36314e-10,9.310954e-10,1.02083,0.09791473,-0.01457262,0.2104704
-0.0001087596,-0.001677351,0.0001344995,0.004595305,1.286275e-13,9.629616e-10,9.896593e-10,9.873181e-10,9.896593e-10,9.397311e-10,9.351378e-10,1.021006,0.1029533,-0.009553714,0.2155323
-0.0001087075,-0.001675403,0.0001346148,0.004598622,1.288134e-13,9.633839e-10,9.901118e-10,9.877473e-10,9.901118e-10,9.401143e-10,9.355622e-10,1.021497,0.1079946,-0.004533276,0.2205979
-0.0001086957,-0.001674496,0.0001350197,0.004606713,1.289811e-13,9.634314e-10,9.901548e-10,9.878027e-10,9.901548e-10,9.401773e-10,9.35591e-10,1.023019,0.1130385,0.0004888067,0.2256674
-0.0001085904,-0.001672876,0.00013538,0.004614119,1.290154e-13,9.642435e-10,9.910511e-10,9.885893e-10,9.910511e-10,9.408919e-10,9.364416e-10,1.024352,0.1180854,0.005512681,0.2307408
-0.0001083581,-0.00167191,0.0001354371,0.004614401,1.290953e-13,9.661101e-10,9.931003e-10,9.904191e-10,9.931003e-10,9.425428e-10,9.383783e-10,1.024511,0.1231352,0.01053847,0.2358184
-0.0001083125,-0.001670371,0.0001356107,0.00461794,1.290998e-13,9.664103e-10,9.934368e-10,9.907194e-10,9.934368e-10,9.428023e-10,9.386828e-10,1.025171,0.1281882,0.01556627,0.2409002
-0.0001082306,-0.001670133,0.0001356485,0.004619393,1.291972e-13,9.671521e-10,9.94253e-10,9.914393e-10,9.94253e-10,9.434527e-10,9.394634e-10,1.025384,0.1332445,0.02059626,0.2459865
-0.0001079927,-0.001667966,0.0001358696,0.004623942,1.293261e-13,9.689587e-10,9.962437e-10,9.931968e-10,9.962437e-10,9.450599e-10,9.413344e-10,1.026236,0.1383042,0.02562855,0.2510773
-0.0001079145,-0.001667633,0.000136096,0.004628166,1.295192e-13,9.695602e-10,9.968682e-10,9.938135e-10,9.968682e-10,9.456208e-10,9.419382e-10,1.026969,0.1433674,0.03066328,0.2561727
-0.0001078607,-0.001667593,0.0001365675,0.004638477,1.295401e-13,9.699822e-10,9.973365e-10,9.94225e-10,9.973365e-10,9.459917e-10,9.423756e-10,1.028889,0.1484343,0.03570054,0.2612729
-0.0001078313,-0.001667337,0.0001366047,0.004639138,1.295787e-13,9.700451e-10,9.974121e-10,9.942917e-10,9.974121e-10,9.460319e-10,9.424446e-10,1.028998,0.1535051,0.04074052,0.2663782
-0.0001078085,-0.001667235,0.0001367205,0.004641444,1.296621e-13,9.702413e-10,9.976265e-10,9.944819e-10,9.976265e-10,9.462027e-10,9.426541e-10,1.029552,0.1585797,0.04578332,0.2714885
-0.0001077742,-0.001665787,0.0001368655,0.00464433,1.297377e-13,9.707689e-10,9.98208e-10,9.950075e-10,9.98208e-10,9.466618e-10,9.431984e-10,1.029977,0.1636585,0.05082907,0.276604
-0.0001077526,-0.001665596,0.0001370223,0.004647287,1.297488e-13,9.708404e-10,9.982817e-10,9.950679e-10,9.982817e-10,9.467533e-10,9.432588e-10,1.030528,0.1687415,0.05587792,0.2817249
-0.0001076794,-0.001665525,0.0001370587,0.004648288,1.298895e-13,9.715112e-10,9.990261e-10,9.957171e-10,9.990261e-10,9.473254e-10,9.439761e-10,1.030715,0.1738288,0.06092998,0.2868514
-0.0001076598,-0.001665464,0.0001373603,0.004653703,1.299215e-13,9.715414e-10,9.99061e-10,9.957475e-10,9.99061e-10,9.473529e-10,9.440042e-10,1.031829,0.1789207,0.0659854,0.2919835
-0.000107605,-0.001665028,0.000137427,0.004655134,1.299646e-13,9.720525e-10,9.996307e-10,9.962451e-10,9.996307e-10,9.477905e-10,9.445434e-10,1.032094,0.1840172,0.07104432,0.2971214
-0.0001075551,-0.00166439,0.0001375087,0.004655857,1.300003e-13,9.724347e-10,1.000031e-09,9.966389e-10,1.000031e-09,9.481492e-10,9.449197e-10,1.032353,0.1891184,0.07610687,0.3022653
-0.0001074714,-0.001664199,0.0001375876,0.004658858,1.300315e-13,9.731964e-10,1.000865e-09,9.973843e-10,1.000865e-09,9.488266e-10,9.457093e-10,1.032664,0.1942246,0.08117317,0.3074153
-0.0001074448,-0.001663942,0.0001376608,0.004660308,1.300632e-13,9.732884e-10,1.000969e-09,9.974703e-10,1.000969e-09,9.489054e-10,9.458089e-10,1.032933,0.1993359,0.08624338,0.3125716
-0.000107401,-0.001662896,0.0001377214,0.004661321,1.301215e-13,9.736934e-10,1.001404e-09,9.978736e-10,1.001404e-09,9.492786e-10,9.462174e-10,1.03313,0.2044524,0.09131764,0.3177343
-0.0001073015,-0.001659925,0.0001378385,0.004662973,1.301257e-13,9.745152e-10,1.002309e-09,9.986782e-10,1.002309e-09,9.500023e-10,9.470711e-10,1.03355,0.2095742,0.09639607,0.3229035
-0.0001071195,-0.00165398,0.0001378729,0.004664199,1.301932e-13,9.760422e-10,1.00399e-09,1.000175e-09,1.00399e-09,9.513458e-10,9.486588e-10,1.033777,0.2147016,0.1014788,0.3280795
-0.0001070072,-0.001653927,0.0001379941,0.004666872,1.30296e-13,9.769185e-10,1.004934e-09,1.001035e-09,1.004934e-09,9.52155e-10,9.4955e-10,1.034145,0.2198346,0.106566,0.3332623
-0.0001069766,-0.001653538,0.0001382301,0.004671728,1.303811e-13,9.771285e-10,1.005169e-09,1.001254e-09,1.005169e-09,9.523181e-10,9.49773e-10,1.035061,0.2249734,0.1116578,0.3384522
-0.0001068913,-0.001653336,0.0001383966,0.004674916,1.303952e-13,9.778506e-10,1.005967e-09,1.001943e-09,1.005967e-09,9.529573e-10,9.505351e-10,1.035634,0.2301181,0.1167544,0.3436492
-0.000106768,-0.001652531,0.0001384259,0.004675381,1.304177e-13,9.788261e-10,1.00702e-09,1.002932e-09,1.00702e-09,9.538254e-10,9.515269e-10,1.035735,0.2352689,0.1218558,0.3488536
-0.0001067125,-0.001651932,0.0001384908,0.004676957,1.304487e-13,9.792778e-10,1.007532e-09,1.003345e-09,1.007532e-09,9.5423e-10,9.520045e-10,1.036026,0.240426,0.1269623,0.3540655
-0.0001066845,-0.001650983,0.0001385645,0.004678679,1.305652e-13,9.795443e-10,1.007811e-09,1.003622e-09,1.007811e-09,9.544781e-10,9.522666e-10,1.036345,0.2455895,0.1320739,0.359285
-0.0001064842,-0.001649874,0.0001387918,0.004682667,1.305779e-13,9.810556e-10,1.00947e-09,1.005108e-09,1.00947e-09,9.55812e-10,9.538327e-10,1.037082,0.2507596,0.1371909,0.3645124
-0.000106403,-0.001649463,0.0001388338,0.004683827,1.306447e-13,9.81895e-10,1.010398e-09,1.005931e-09,1.010398e-09,9.565368e-10,9.547136e-10,1.037296,0.2559363,0.1423133,0.3697478
-0.0001063185,-0.001648944,0.0001389573,0.004686005,1.306785e-13,9.824739e-10,1.011013e-09,1.006513e-09,1.011013e-09,9.570793e-10,9.552904e-10,1.037699,0.26112,0.1474414,0.3749913
-0.0001063074,-0.001648284,0.0001390684,0.004688719,1.306993e-13,9.82582e-10,1.011131e-09,1.006619e-09,1.011131e-09,9.571755e-10,9.554019e-10,1.038241,0.2663106,0.1525752,0.3802431
-0.0001062647,-0.001648041,0.0001390979,0.004689012,1.307918e-13,9.830351e-10,1.011634e-09,1.007053e-09,1.011634e-09,9.575769e-10,9.558764e-10,1.038295,0.2715085,0.1577149,0.3855034
-0.0001062254,-0.001647854,0.0001392842,0.00469241,1.307947e-13,9.83293e-10,1.011918e-09,1.007326e-09,1.011918e-09,9.577927e-10,9.561357e-10,1.038922,0.2767136,0.1628607,0.3907724
-0.0001061477,-0.001647672,0.0001392904,0.004692531,1.308371e-13,9.839833e-10,1.01266e-09,1.00801e-09,1.01266e-09,9.584181e-10,9.56845e-10,1.038944,0.2819263,0.1680127,0.3960502
-0.0001061164,-0.001646052,0.0001393814,0.004694747,1.308474e-13,9.84207e-10,1.012909e-09,1.008227e-09,1.012909e-09,9.586092e-10,9.570822e-10,1.039297,0.2871467,0.1731711,0.4013371
-0.0001058738,-0.001645896,0.0001394017,0.004695067,1.310266e-13,9.862019e-10,1.015083e-09,1.010193e-09,1.015083e-09,9.603943e-10,9.591366e-10,1.039371,0.2923749,0.1783361,0.4066331
-0.0001058163,-0.00164131,0.0001397906,0.00470267,1.310441e-13,9.867324e-10,1.015677e-09,1.010709e-09,1.015677e-09,9.608455e-10,9.596988e-10,1.040813,0.2976111,0.1835077,0.4119385
-0.0001056542,-0.001637889,0.0001398136,0.004703208,1.311113e-13,9.881704e-10,1.017248e-09,1.012122e-09,1.017248e-09,9.621359e-10,9.611751e-10,1.040871,0.3028555,0.1886861,0.4172534
-0.0001056251,-0.001637503,0.0001399741,0.004706385,1.311157e-13,9.884e-10,1.01749e-09,1.012358e-09,1.01749e-09,9.623408e-10,9.614118e-10,1.041497,0.3081082,0.1938716,0.422578
-0.0001055257,-0.001633798,0.0001399963,0.004707178,1.311225e-13,9.892544e-10,1.018412e-09,1.013213e-09,1.018412e-09,9.631177e-10,9.622745e-10,1.041643,0.3133694,0.1990642,0.4279126
-0.0001051717,-0.001629899,0.0001400081,0.004707649,1.311416e-13,9.922988e-10,1.021751e-09,1.016207e-09,1.021751e-09,9.658167e-10,9.654211e-10,1.041686,0.3186394,0.2042642,0.4332572
-0.0001050708,-0.001627344,0.0001400409,0.004707875,1.311839e-13,9.93124e-10,1.022646e-09,1.01702e-09,1.022646e-09,9.66549e-10,9.66281e-10,1.041772,0.3239182,0.2094716,0.4386122
-0.000104818,-0.001627241,0.0001401153,0.004709145,1.311841e-13,9.953939e-10,1.025129e-09,1.019244e-09,1.025129e-09,9.685701e-10,9.68633e-10,1.041979,0.329206,0.2146868,0.4439775
-0.0001047873,-0.001626908,0.000140119,0.004709226,1.312392e-13,9.956578e-10,1.025408e-09,1.019527e-09,1.025408e-09,9.688177e-10,9.688786e-10,1.042006,0.334503,0.2199097,0.4493536
-0.0001046968,-0.001625366,0.000140219,0.004710904,1.312987e-13,9.963956e-10,1.0262e-09,1.020262e-09,1.0262e-09,9.694833e-10,9.696366e-10,1.042329,0.3398095,0.2251407,0.4547405
-0.0001046911,-0.001624927,0.0001403629,0.004714363,1.313685e-13,9.964635e-10,1.026283e-09,1.020324e-09,1.026283e-09,9.695409e-10,9.697057e-10,1.042924,0.3451255,0.2303798,0.4601385
-0.0001046676,-0.001623927,0.0001404982,0.004716576,1.313708e-13,9.967018e-10,1.026542e-09,1.020567e-09,1.026542e-09,9.697388e-10,9.699598e-10,1.043372,0.3504513,0.2356272,0.4655477
-0.0001046537,-0.001622293,0.0001405071,0.00471706,1.314279e-13,9.968223e-10,1.026664e-09,1.020676e-09,1.026664e-09,9.6986e-10,9.700889e-10,1.04342,0.3557871,0.2408832,0.4709684
-0.0001044282,-0.001621105,0.0001406259,0.004719283,1.314586e-13,9.986896e-10,1.028695e-09,1.022544e-09,1.028695e-09,9.715353e-10,9.719847e-10,1.043828,0.361133,0.2461479,0.4764007
-0.0001043252,-0.001619547,0.0001407066,0.00472091,1.314968e-13,9.996485e-10,1.029746e-09,1.023481e-09,1.029746e-09,9.723842e-10,9.729822e-10,1.044168,0.3664893,0.2514214,0.481845
-0.0001043187,-0.001618764,0.0001407811,0.004722486,1.315293e-13,9.99771e-10,1.029885e-09,1.023594e-09,1.029885e-09,9.724857e-10,9.731193e-10,1.044416,0.3718561,0.256704,0.4873012
-0.0001042227,-0.001615797,0.0001408513,0.004723765,1.315491e-13,1.000567e-09,1.03075e-09,1.024379e-09,1.03075e-09,9.731928e-10,9.739471e-10,1.044693,0.3772336,0.2619958,0.4927698
-0.0001042193,-0.001615687,0.0001408876,0.004724697,1.315933e-13,1.00061e-09,1.030805e-09,1.024424e-09,1.030805e-09,9.732333e-10,9.739782e-10,1.044822,0.3826221,0.2672971,0.4982509
-0.0001042057,-0.00161466,0.0001409892,0.004726477,1.315945e-13,1.000706e-09,1.030896e-09,1.024534e-09,1.030896e-09,9.733274e-10,9.740683e-10,1.045191,0.3880217,0.2726079,0.5037447
-0.0001041723,-0.001613658,0.0001409966,0.004726858,1.316191e-13,1.000992e-09,1.031224e-09,1.024797e-09,1.031224e-09,9.73565e-10,9.743829e-10,1.045261,0.3934326,0.2779286,0.5092515
-0.0001041231,-0.001613126,0.000141024,0.004726882,1.316193e-13,1.001456e-09,1.031723e-09,1.025259e-09,1.031723e-09,9.739956e-10,9.748474e-10,1.045265,0.3988551,0.2832592,0.5147714
-0.0001040787,-0.00161307,0.000141025,0.004727008,1.317201e-13,1.001863e-09,1.032176e-09,1.025658e-09,1.032176e-09,9.74343e-10,9.752767e-10,1.045288,0.4042893,0.2886,0.5203047
-0.0001039612,-0.001612968,0.0001412216,0.004730862,1.317798e-13,1.002921e-09,1.033306e-09,1.026721e-09,1.033306e-09,9.753004e-10,9.763552e-10,1.045938,0.4097355,0.2939512,0.5258516
-0.0001039032,-0.001612768,0.0001413715,0.004734002,1.318422e-13,1.003398e-09,1.033818e-09,1.027202e-09,1.033818e-09,9.75743e-10,9.768284e-10,1.046571,0.4151939,0.2993129,0.5314124
-0.0001038488,-0.001612384,0.0001415013,0.004736413,1.318449e-13,1.003923e-09,1.034406e-09,1.027706e-09,1.034406e-09,9.761986e-10,9.773832e-10,1.047013,0.4206646,0.3046854,0.5369873
-0.0001038386,-0.001611478,0.0001415075,0.004736767,1.319003e-13,1.004036e-09,1.034533e-09,1.027822e-09,1.034533e-09,9.762916e-10,9.77498e-10,1.047078,0.426148,0.3100689,0.5425766
-0.0001036899,-0.001608818,0.0001416425,0.004739929,1.321037e-13,1.005352e-09,1.035956e-09,1.029126e-09,1.035956e-09,9.774735e-10,9.788534e-10,1.047615,0.4316442,0.3154636,0.5481804
-0.0001036023,-0.001607969,0.0001420594,0.004747694,1.321159e-13,1.006098e-09,1.036772e-09,1.029855e-09,1.036772e-09,9.781247e-10,9.796392e-10,1.049079,0.4371535,0.3208697,0.553799
-0.0001035337,-0.001607775,0.0001420793,0.004747969,1.322212e-13,1.006741e-09,1.037463e-09,1.0305e-09,1.037463e-09,9.787257e-10,9.802767e-10,1.049129,0.4426761,0.3262873,0.5594328
-0.0001034118,-0.001605607,0.0001422891,0.004751862,1.32279e-13,1.007861e-09,1.038683e-09,1.031616e-09,1.038683e-09,9.797161e-10,9.814277e-10,1.049841,0.4482123,0.3317168,0.5650818
-0.0001034104,-0.00160393,0.0001424221,0.004754746,1.323341e-13,1.00788e-09,1.038703e-09,1.031629e-09,1.038703e-09,9.797276e-10,9.814621e-10,1.050368,0.4537622,0.3371583,0.5707465
-0.0001033923,-0.001603776,0.0001425154,0.004756121,1.324692e-13,1.008076e-09,1.038907e-09,1.031818e-09,1.038907e-09,9.799224e-10,9.81655e-10,1.050619,0.4593261,0.3426121,0.576427
-0.0001033759,-0.001603588,0.0001427974,0.004761583,1.324725e-13,1.008244e-09,1.039081e-09,1.032001e-09,1.039081e-09,9.800753e-10,9.818182e-10,1.051617,0.4649043,0.3480783,0.5821236
-0.0001031121,-0.001598435,0.0001428204,0.004762881,1.324912e-13,1.010645e-09,1.04171e-09,1.03437e-09,1.04171e-09,9.822092e-10,9.842905e-10,1.051796,0.470497,0.3535572,0.5878367
-0.000103074,-0.001597561,0.0001428622,0.004763625,1.328298e-13,1.010975e-09,1.042067e-09,1.034703e-09,1.042067e-09,9.825069e-10,9.846231e-10,1.051947,0.4761044,0.3590491,0.5935664
-0.0001029014,-0.001590796,0.0001435626,0.004777128,1.328918e-13,1.012449e-09,1.043664e-09,1.036171e-09,1.043664e-09,9.838318e-10,9.861311e-10,1.054406,0.4817268,0.3645541,0.599313
-0.0001028452,-0.001590025,0.0001436929,0.004779418,1.329039e-13,1.013029e-09,1.044305e-09,1.036734e-09,1.044305e-09,9.843332e-10,9.867449e-10,1.054882,0.4873646,0.3700726,0.6050769
-0.0001027596,-0.001589558,0.0001437433,0.00478105,1.329495e-13,1.013797e-09,1.045129e-09,1.037513e-09,1.045129e-09,9.850248e-10,9.875226e-10,1.055179,0.4930178,0.3756046,0.6108584
-0.0001027165,-0.001588994,0.0001438276,0.0047828,1.330213e-13,1.014227e-09,1.045591e-09,1.03794e-09,1.045591e-09,9.854188e-10,9.879586e-10,1.055438,0.4986869,0.3811506,0.6166576
-0.0001027003,-0.00158824,0.0001439608,0.004784795,1.330437e-13,1.014436e-09,1.045825e-09,1.038136e-09,1.045825e-09,9.855932e-10,9.881886e-10,1.05586,0.504372,0.3867107,0.622475
-0.0001026962,-0.001587614,0.0001440414,0.004786917,1.331396e-13,1.01445e-09,1.045841e-09,1.038151e-09,1.045841e-09,9.856064e-10,9.882037e-10,1.056246,0.5100735,0.3922851,0.6283107
-0.0001026158,-0.001585886,0.0001442014,0.004789377,1.331425e-13,1.015185e-09,1.046627e-09,1.038891e-09,1.046627e-09,9.862853e-10,9.889359e-10,1.056694,0.5157916,0.3978742,0.6341652
-0.000102598,-0.001585145,0.0001442123,0.004789661,1.332089e-13,1.015313e-09,1.046767e-09,1.03901e-09,1.046767e-09,9.864062e-10,9.890704e-10,1.056744,0.5215266,0.4034782,0.6400388
-0.0001025455,-0.00158483,0.0001443429,0.004792451,1.333045e-13,1.016217e-09,1.047761e-09,1.039902e-09,1.047761e-09,9.87202e-10,9.900032e-10,1.057181,0.5272788,0.4090973,0.6459317
-0.0001025088,-0.001582003,0.000144542,0.004796333,1.336941e-13,1.016333e-09,1.047881e-09,1.040018e-09,1.047881e-09,9.873073e-10,9.901242e-10,1.057885,0.5330485,0.4147319,0.6518443
-0.00010249,-0.001580848,0.0001453445,0.00481161,1.337655e-13,1.016334e-09,1.047883e-09,1.04002e-09,1.047883e-09,9.873087e-10,9.901258e-10,1.060729,0.538836,0.4203821,0.657777
-0.0001024899,-0.001580593,0.0001454994,0.004814809,1.339206e-13,1.017297e-09,1.048922e-09,1.040989e-09,1.048922e-09,9.881683e-10,9.911077e-10,1.061308,0.5446417,0.4260483,0.66373
-0.0001024264,-0.00158059,0.0001458235,0.0048214,1.339294e-13,1.018103e-09,1.04979e-09,1.041789e-09,1.04979e-09,9.889025e-10,9.919307e-10,1.06245,0.5504657,0.4317308,0.6697037
-0.0001022945,-0.001580318,0.0001458474,0.004821695,1.339295e-13,1.01835e-09,1.050048e-09,1.042049e-09,1.050048e-09,9.891266e-10,9.921775e-10,1.062555,0.5563085,0.4374298,0.6756985
-0.0001021763,-0.001580313,0.0001458477,0.004821701,1.339574e-13,1.019291e-09,1.051086e-09,1.042968e-09,1.051086e-09,9.899582e-10,9.931517e-10,1.062556,0.5621703,0.4431456,0.6817147
-0.0001021355,-0.001577639,0.0001459013,0.004822736,1.339769e-13,1.019645e-09,1.051473e-09,1.043313e-09,1.051473e-09,9.902596e-10,9.935329e-10,1.062739,0.5680515,0.4488785,0.6877527
-0.0001021351,-0.001577313,0.00014594,0.004823655,1.339803e-13,1.019649e-09,1.051478e-09,1.043317e-09,1.051478e-09,9.902633e-10,9.935371e-10,1.062857,0.5739524,0.4546289,0.6938128
-0.0001020985,-0.001574626,0.0001459493,0.004823683,1.340553e-13,1.020014e-09,1.051875e-09,1.043677e-09,1.051875e-09,9.905883e-10,9.939143e-10,1.062897,0.5798734,0.460397,0.6998954
-0.0001020714,-0.00157323,0.0001460771,0.004825906,1.340972e-13,1.020262e-09,1.052133e-09,1.043934e-09,1.052133e-09,9.908326e-10,9.941469e-10,1.06326,0.5858148,0.4661831,0.706001
